,Unnamed: 0,dates,stationid,temperature,humidity,pressure,rain,lightavg,lightmax,moisture
48,48,06-09-2018,t10,9.570119432275131,11.911651542494596,8.176058400833966,5.165755919854281,8.414014741373082,12.0,6.679468
49,49,07-09-2018,t10,9.730505418299483,11.758690655922148,8.572018312980052,5.459016393442623,8.414014741373082,12.0,6.731541
50,50,08-09-2018,t10,9.168539621388367,11.923070265696069,8.599903007815538,5.012750455373406,8.414014741373082,12.0,6.683738
51,51,09-09-2018,t10,9.265001369194486,11.920862809708959,8.762031290759916,5.08287795992714,7.24206286997169,6.103890894504612,6.628865
52,52,10-09-2018,t10,9.482752141979127,11.91865535372185,8.853991329463495,5.1530054644808745,7.792523984268844,6.818424923118064,6.487934
53,53,11-09-2018,t10,9.252013984102312,11.923070265696069,8.686966659129485,5.446265938069216,7.824716152626543,6.182511030886483,6.567152999999999
54,54,13-09-2018,t10,8.729667931586308,11.923070265696069,8.19991236963872,6.039162112932605,7.824716152626543,6.182511030886483,6.588825
55,55,15-09-2018,t10,8.400873372290793,11.923070265696069,8.885238857153965,5.0,7.824716152626543,6.182511030886483,6.415498
56,56,16-09-2018,t10,9.068747184696585,11.008243234724372,8.681224572897063,5.0,7.824716152626543,6.182511030886483,6.309559999999999
57,57,18-09-2018,t10,8.87762548326929,11.126298322824946,8.540813495789253,5.0,7.824716152626543,6.182511030886483,6.0475010000000005
58,58,19-09-2018,t10,9.17194593302267,10.783630848396069,8.562960746837936,5.0,7.824716152626543,6.182511030886483,5.97489
59,59,20-09-2018,t10,9.354377594247786,10.495901888945518,8.71479471612846,5.0,7.824716152626543,6.182511030886483,5.877499
60,60,21-09-2018,t10,8.800125317697741,11.923070265696069,9.157264041174589,6.6703096539162114,7.824716152626543,6.182511030886483,5.823998
61,61,22-09-2018,t10,7.488560532722339,11.923070265696069,9.30664695392884,5.586520947176685,5.0,5.232785131702099,5.183078
62,62,23-09-2018,t10,7.385368360287441,11.923070265696069,8.984056561771137,5.796903460837887,7.342972803661265,12.0,5.4648
63,63,24-09-2018,t10,6.934893510487842,11.923070265696069,8.757751884392446,8.442622950819672,7.824716152626543,6.182511030886483,5.480529
64,64,25-09-2018,t10,8.525433903134305,11.577202728013857,8.776350140516996,5.0063752276867035,7.824716152626543,6.182511030886483,5.097482
65,65,26-09-2018,t10,9.042022762917046,11.035478497605027,8.71081552124406,5.0,7.824716152626543,6.182511030886483,5.083503
66,66,27-09-2018,t10,8.840188934747902,11.458757648899104,8.8956452084953,5.0,5.403992207623782,12.0,5.072576
67,67,28-09-2018,t10,8.252965139791703,11.91625023105632,9.056821171095962,5.0,7.92453699816522,12.0,5.07
68,68,29-09-2018,t10,8.893552291721564,10.957548676755145,9.2221654308657,5.0,7.992604013781916,6.262334536702768,5.069489
69,69,30-09-2018,t10,8.874035046681783,10.823175937233884,9.018192154878395,5.0,8.046549919589525,6.123278513170209,5.042721
70,70,01-10-2018,t10,8.826606431503404,10.33476508116621,9.02554222952351,5.0,7.924492342768351,6.190266078352721,5.017871
71,71,03-10-2018,t10,8.724006089275237,9.974820470574912,9.085905009633677,5.0,7.883181727882373,6.523331996256184,5.003472
72,72,04-10-2018,t10,8.311263703100392,9.937689052150882,9.338660330397522,5.2103825136612025,7.883181727882373,6.523331996256184,5.237307
73,73,05-10-2018,t10,8.276638348060981,9.522887130189686,9.511433895884188,5.0,7.44962387103741,5.831394571466774,5.721812
74,74,06-10-2018,t10,8.3853279655273,8.878319598170355,9.328955762084906,5.0,7.883181727882373,6.523331996256184,5.667268
75,75,07-10-2018,t10,8.20792357311381,9.518631420026733,9.220632031079223,5.0,9.541949841085753,12.0,5.629496
76,76,08-10-2018,t10,8.279301583991275,9.750779714911227,8.999076266067831,5.0,9.541949841085753,12.0,5.463232
77,77,09-10-2018,t10,8.348118285251825,9.059884455812949,9.031041670598476,5.0,9.541949841085753,12.0,5.0
78,78,10-10-2018,t10,8.515951468044221,8.545182863046909,9.076021242920335,5.070127504553734,9.541949841085753,12.0,5.006503
79,79,11-10-2018,t10,7.5077555590940115,10.718545087769348,9.236218113740886,5.892531876138434,9.541949841085753,12.0,5.02065
80,80,12-10-2018,t10,7.626843304498051,10.447974130239903,9.426525886817267,5.0,9.541949841085753,12.0,5.024997
81,81,13-10-2018,t10,7.74593104990209,10.17740317271046,9.383350523609401,5.0,9.541949841085753,12.0,5.00049
82,82,15-10-2018,t10,7.723628914945075,9.936173963772506,9.347111128897822,5.0,9.541949841085753,12.0,5.001491
83,83,17-10-2018,t10,8.156763139687428,6.708631836729461,9.229394492428469,5.0,9.541949841085753,12.0,5.000511
84,84,18-10-2018,t10,8.158975927071488,7.100461685252677,9.179591883357677,5.0,9.541949841085753,12.0,5.000497
85,85,19-10-2018,t10,8.026774210669949,6.776234909217572,9.359512958112479,5.0,9.541949841085753,12.0,5.000497
86,86,20-10-2018,t10,7.792978263391685,7.4099521432944515,9.65586548564237,5.0,9.541949841085753,12.0,5.001015
87,87,21-10-2018,t10,7.583450642535025,8.79299597507904,9.709146524463936,5.0,9.541949841085753,12.0,5.002016
88,88,22-10-2018,t10,7.469908017373504,7.978192557261901,9.42336329811646,5.0,9.541949841085753,12.0,5.0
89,89,23-10-2018,t10,7.51547565534627,7.446950003151983,9.410940423148368,5.0,5.403992207623782,12.0,5.000497
90,90,24-10-2018,t10,7.099063921889686,7.825082085094971,9.479131759298308,5.0,5.403992207623782,12.0,5.001078
91,91,25-10-2018,t10,7.382389481580224,8.334861243334093,9.67196239206981,5.0,5.403992207623782,12.0,5.001512
92,92,26-10-2018,t10,7.517218266510536,8.549323178608404,9.942493327595312,5.0,9.491611349296889,12.0,5.0
93,93,27-10-2018,t10,7.4321459622384145,9.118529488128779,9.970384212358267,5.0,7.930408387801702,6.523331996256184,5.000497
94,94,28-10-2018,t10,7.719798458329283,9.116050641134542,9.922162201271039,5.0,7.78895572654023,5.845433881534965,5.000497
95,95,29-10-2018,t10,7.690982903152623,9.503481604711519,9.787100923741246,5.0,7.793972965766603,5.84997994384276,5.0
96,96,30-10-2018,t10,7.602372769422482,10.391344763809688,9.736022261119192,5.0,7.793972965766603,5.84997994384276,5.0
97,97,31-10-2018,t10,7.921352811123025,9.784537978179735,9.917973477341256,5.0,7.906405051916726,5.775638454338815,5.0
98,98,01-11-2018,t10,7.28377412941072,11.390492125921153,9.705255071801659,5.0,7.001414141201899,5.576280251370504,5.000546
99,99,02-11-2018,t10,6.515276030078126,10.972999800196384,9.576142624082312,5.0,6.138340602234343,5.746490172482952,5.196756
100,100,06-11-2018,t10,6.280197784018611,10.904615677211382,9.280053632715141,5.0,5.54804727145729,5.232785131702099,5.022337
101,101,07-11-2018,t10,6.899607278384247,9.631979904243849,9.358641725818819,5.0,7.001414141201899,5.576280251370504,5.029925
102,102,08-11-2018,t10,6.5176104714491245,10.172295893127504,9.523481970743013,5.0,7.001414141201899,5.576280251370504,5.025907
103,103,09-11-2018,t10,6.751074336222498,10.010594933963302,9.239571042711884,5.0,7.001414141201899,5.576280251370504,5.000546
104,104,10-11-2018,t10,6.779110648293626,10.26487334908256,9.361690110357515,5.0,7.001414141201899,5.576280251370504,5.003255
105,105,11-11-2018,t10,6.407484021758684,10.305600164116766,9.514855378302096,5.0,7.001414141201899,5.576280251370504,5.0
106,106,12-11-2018,t10,6.956870138831155,8.421478781817658,9.279102240860528,5.0,7.001414141201899,5.576280251370504,5.211029
107,107,13-11-2018,t10,6.052727844061195,10.487643695661696,8.921903654632022,5.0,7.001414141201899,5.576280251370504,5.251888
108,108,17-11-2018,t10,6.35504128955105,10.76641034106584,8.799341233430212,5.0,5.849424292268986,5.232785131702099,5.003332
109,109,18-11-2018,t10,6.677638071403845,9.807651089463938,9.17716945523601,5.0,7.001414141201899,5.576280251370504,5.023821
110,110,19-11-2018,t10,7.036754064957593,9.544793940501261,9.689513467211915,5.0,7.001414141201899,5.576280251370504,5.00049
111,111,20-11-2018,t10,6.768809514750899,9.971986892028049,9.719437433657664,5.0,7.001414141201899,5.576280251370504,5.020706
112,112,21-11-2018,t10,6.753395625811124,9.914508627349164,9.605358927068227,5.0,7.001414141201899,5.576280251370504,5.022988
113,113,22-11-2018,t10,6.401457217486797,10.549216331755206,9.710604716631472,5.0,7.001414141201899,5.576280251370504,5.007945
114,114,23-11-2018,t10,6.487229854170218,10.114145561741989,9.998685179817192,5.0,7.001414141201899,5.576280251370504,5.00098
115,115,24-11-2018,t10,6.861427654158852,9.710136240422516,9.598799151414887,5.0,7.001414141201899,5.576280251370504,5.00049
116,116,25-11-2018,t10,7.3316005860058455,8.790990459644478,9.605780151633645,5.0,7.001414141201899,5.576280251370504,5.0
117,117,05-07-2018,t11,8.933990734569319,10.28297106907756,10.118392651714249,5.0,5.0,5.232785131702099,5.0035
118,118,06-07-2018,t11,10.515587915202943,8.28713489094676,10.118392651714249,5.0,5.016555160209849,5.232785131702099,5.006174
119,119,07-07-2018,t11,11.322038770515018,8.015263072979607,10.118392651714249,5.0,5.020878385664433,5.232785131702099,5.056
120,120,08-07-2018,t11,9.423388284298323,7.961518037351523,10.118392651714249,5.008500303582271,5.000662542980228,5.232785131702099,5.07
121,121,09-07-2018,t11,10.512007342452215,7.873832030335959,10.118392651714249,5.042501517911354,5.01352694126442,5.232785131702099,5.07
122,122,10-07-2018,t11,10.853513099410096,9.366719769552706,10.118392651714249,5.0,5.01398701110989,5.232785131702099,5.07
123,123,12-07-2018,t11,10.96933098292194,8.989337752519182,10.118392651714249,5.0,5.953689211101839,6.428934349511967,5.834029
124,124,13-07-2018,t11,10.068331964138846,9.722322124029965,10.118392651714249,5.057377049180328,5.225634378514761,5.232785131702099,5.822983
125,125,14-07-2018,t11,10.989186886357796,8.9702121657964,6.424337550699672,5.0,5.67727886366837,5.232785131702099,5.792029
126,126,15-07-2018,t11,11.249644784449334,8.746666111063028,6.431440956734473,5.038251366120218,5.520269759485446,5.232785131702099,5.633997
127,127,16-07-2018,t11,9.878643806990077,10.437674627825698,6.5966815352188375,8.570127504553735,6.431276427952147,6.354191736863217,6.439648
128,128,17-07-2018,t11,10.406520183993434,9.995247451969668,6.6949330162192275,5.918032786885246,9.285828746098698,8.50608370102955,6.162
129,129,18-07-2018,t11,10.930529936979477,9.468123309816342,6.747433195688433,5.114754098360656,5.403992207623782,12.0,5.87626
130,130,19-07-2018,t11,11.246307519672483,8.940999167663014,6.664323051059829,6.020036429872496,11.495395274230468,12.0,5.729477
131,131,20-07-2018,t11,10.998383270181293,9.328111727617454,6.579810887855642,6.925318761384335,10.566189212639884,11.714400320898516,5.97755
132,132,21-07-2018,t11,10.667290436916302,9.57019784831807,6.546393790581321,5.038251366120218,8.090065477513702,11.99638989169675,5.8253140000000005
133,133,22-07-2018,t11,10.070465840828675,10.417500873473026,6.6600603574965636,5.0,5.613941742387521,5.232785131702099,5.739998
134,134,27-07-2018,t11,9.90490462844101,10.51152610428894,7.627741161028395,5.025500910746812,5.102218124804035,5.232785131702099,6.773128
135,135,28-07-2018,t11,9.499030760609848,10.756658428774287,7.610059787912704,5.36976320582878,5.0,5.232785131702099,6.641108
136,136,01-08-2018,t11,10.430005979363914,10.912476934435563,7.382206545425198,5.070127504553734,5.403992207623782,5.232785131702099,5.312669
137,137,05-08-2018,t11,9.575140125195574,11.068295440096847,7.570431872147086,5.0,5.403992207623782,12.0,5.0
138,138,11-08-2018,t11,10.598746635139964,10.183280818104986,7.182816910741291,5.0063752276867035,5.0159540349638885,5.232785131702099,5.0
139,139,12-08-2018,t11,10.169091056834958,10.458234099318423,6.967687683194086,5.063752276867031,5.01924256704625,5.232785131702099,5.0
140,140,13-08-2018,t11,9.770361894777286,10.749980500449292,7.270978036198504,5.45264116575592,5.017482124093486,5.232785131702099,5.0
141,141,14-08-2018,t11,10.71238132277809,10.45697010104507,7.497763980439251,5.0,5.025295890985102,5.232785131702099,5.0
142,142,15-08-2018,t11,10.876176908382336,10.163959701640847,7.807055158645005,5.0,5.022093290727277,5.232785131702099,5.0
143,143,16-08-2018,t11,10.764902965679955,9.870949302236625,8.18555591607217,5.0,5.026542266839507,5.232785131702099,5.0
144,144,17-08-2018,t11,10.53960306981389,10.123746819970531,7.8029323574429235,5.025500910746812,5.0269728535223575,5.232785131702099,5.0
145,145,18-08-2018,t11,10.666608188205764,10.376544337704438,7.685192818241877,5.012750455373406,5.706820860105157,12.0,5.0
146,146,19-08-2018,t11,10.793613306597639,9.832822071140772,7.53440417295554,5.0,5.031202594162431,5.232785131702099,5.0
147,147,20-08-2018,t11,10.722422708618975,10.090759990982125,7.746247709619063,5.012750455373406,5.030762268097771,5.232785131702099,5.0
148,148,21-08-2018,t11,9.617044991777789,11.026394378145971,7.958091246282587,5.070127504553734,5.00763872303624,5.232785131702099,5.0
149,149,22-08-2018,t11,10.499253401497143,10.287179766625105,7.7306782623875225,5.0,5.034821536429031,5.232785131702099,5.0
150,150,23-08-2018,t11,10.056755107706053,10.97950677355626,7.662060285485611,5.178506375227687,5.018660125512332,5.232785131702099,5.0
151,151,24-08-2018,t11,9.719270508208357,11.005358369687976,7.583619976900659,5.0063752276867035,5.002981443411025,5.232785131702099,5.0
152,152,25-08-2018,t11,9.275187424641462,11.004562360631635,7.505179668315707,5.165755919854281,5.003478350646197,5.232785131702099,5.0
153,153,26-08-2018,t11,9.89943019902874,10.403795627613075,7.526964653858252,5.025500910746812,5.0236969760109185,5.232785131702099,5.0
154,154,27-08-2018,t11,10.509610430114952,9.957650181265688,7.844051117243555,5.012750455373406,5.00662542980228,5.232785131702099,5.0
155,155,28-08-2018,t11,10.78175368684385,9.777060835392806,8.020734550426795,5.0,5.02549134116427,5.232785131702099,5.0
156,156,30-08-2018,t11,10.68566018894414,9.880987564094756,7.821345070491091,5.0,5.036044458261936,5.232785131702099,5.0
157,157,31-08-2018,t11,10.5649860097915,10.229266635253692,7.800069980225206,5.133879781420765,5.027544230588505,5.232785131702099,5.0
158,158,01-09-2018,t11,10.732395047602406,9.84839072612053,8.107231359131214,5.127504553734062,5.035925664305581,5.232785131702099,5.14
159,159,03-09-2018,t11,10.053388251418866,10.644955386096445,8.105872360551636,5.01912568306011,5.017434884778996,5.232785131702099,5.132048
160,160,04-09-2018,t11,9.835436913953055,10.618648622370099,8.121851194112299,5.0,5.010683505556175,5.232785131702099,5.090419
161,161,05-09-2018,t11,10.441234313563857,9.902101570755589,8.116409938355694,5.0063752276867035,5.022366523452322,5.232785131702099,5.169876
162,162,06-09-2018,t11,10.41913274328801,9.346126107066958,8.085810341324827,5.0,5.026121750809956,5.232785131702099,5.254093
163,163,07-09-2018,t11,10.399319583144862,9.40718267285951,8.371934632676783,5.0,5.024225287783352,5.232785131702099,5.242669
164,164,08-09-2018,t11,10.202611662155135,9.533289739817228,8.511082345584683,5.0,5.0357306779065,5.232785131702099,5.227633
165,165,09-09-2018,t11,10.30318662989804,10.088357005253659,8.6856356699718,5.038251366120218,5.024895582516448,5.232785131702099,5.203
166,166,10-09-2018,t11,10.136283935708452,9.949964687115017,8.848971762516886,5.0,5.03019798024151,5.232785131702099,5.180131
167,167,11-09-2018,t11,9.218947115273963,11.063843131724006,8.681975256352919,5.0,5.0,5.232785131702099,5.07
168,168,12-09-2018,t11,8.279301583991275,11.143716496833594,8.29633735778617,5.0,5.0,5.232785131702099,5.14
169,169,13-09-2018,t11,9.207202573615927,10.974168704770392,7.984309612638833,5.025500910746812,5.010393643002326,5.232785131702099,5.168336
170,170,14-09-2018,t11,7.9443191110898175,11.04265219532887,8.31065435056501,5.0,5.0,5.232785131702099,5.1428
171,171,15-09-2018,t11,10.004328815226383,9.268211244776523,8.874114474224235,5.0,5.034783506461967,5.232785131702099,5.267176
172,172,16-09-2018,t11,9.651016045644202,8.89399937387744,8.815282122735368,5.0,5.034783506461967,5.232785131702099,5.256991
173,173,17-09-2018,t11,9.34028545943638,8.355495507624056,8.756449771246483,5.0,5.03082328830625,5.232785131702099,5.294546
174,174,18-09-2018,t11,9.814921777425813,8.142172559804855,8.6976174197576,5.0,5.034783506461967,5.232785131702099,5.307027
175,175,19-09-2018,t11,10.289558095415241,7.5740080071031795,8.638785068268735,5.0,5.041846678411282,5.232785131702099,5.355187
176,176,20-09-2018,t11,8.835352366780665,7.802181599048636,8.57995271677985,5.0,5.015238488545243,5.232785131702099,5.246589
177,177,21-09-2018,t11,10.27204320924157,8.42499724869353,9.056081784257756,5.0,5.047371823086297,5.232785131702099,5.336301
178,178,05-07-2018,t12,8.588756447309027,11.335412573096605,10.118392651714249,5.0,5.200087980028835,5.232785131702099,5.14
179,179,09-07-2018,t12,10.085554223154746,10.604557659370094,6.136689918193411,5.002833434527424,5.000662542980228,5.232785131702099,5.07
180,180,13-07-2018,t12,10.085554223154746,10.604557659370094,7.031134439925976,5.0,5.296554237950021,5.232785131702099,6.89
181,181,16-07-2018,t12,10.085554223154746,10.636837162190318,6.987510152227193,5.133879781420765,10.80972199100261,12.0,10.241333999999998
182,182,17-07-2018,t12,10.15531785274607,11.235394302284707,7.422030681892122,9.845173041894354,10.455268743144513,12.0,11.303682
183,183,18-07-2018,t12,10.22508148233739,10.78751152610429,7.476641317137693,5.0,10.100815495286419,12.0,5.834575
184,184,19-07-2018,t12,10.693041626800326,10.33619682899909,7.389462533172514,5.0,9.746362247428323,12.0,5.742
185,185,20-07-2018,t12,10.373972810568773,11.032177998309683,7.293051162865535,5.0,9.391908999570227,12.0,6.221549
186,186,21-07-2018,t12,9.994471554338702,11.40819237562225,7.2636604586727,8.353369763205828,9.03745575171213,12.0,6.0581130000000005
187,187,22-07-2018,t12,9.817169088238597,11.675245400510086,7.339964468534042,10.559198542805099,8.683002503854036,12.0,5.857017
188,188,23-07-2018,t12,9.703448914015055,11.432269245522315,7.351903600669106,8.034608378870674,8.328549255995942,12.0,5.788781
189,189,24-07-2018,t12,9.628394979964668,11.780858172555531,7.473627131948376,6.243169398907104,7.9740960081378445,12.0,5.821758
190,190,25-07-2018,t12,10.000347113113314,11.478812803244725,7.1462763760575205,5.0,7.9740960081378445,12.0,5.744737
191,191,26-07-2018,t12,8.982382717806432,11.923070265696069,7.2551270246404576,7.448087431693989,7.9740960081378445,12.0,5.726621
192,192,27-07-2018,t12,8.82956229459147,11.918555986148375,7.2551270246404576,7.314207650273223,7.9740960081378445,12.0,5.636902
193,193,28-07-2018,t12,8.748455252704453,11.923070265696069,7.257066793166388,7.256830601092896,7.9740960081378445,12.0,5.606501
194,194,29-07-2018,t12,10.068331964138846,11.231575595751343,7.268313272415772,5.0063752276867035,7.9740960081378445,12.0,5.578242
195,195,30-07-2018,t12,10.177511485498515,10.77548591277664,7.161335541141927,5.0,7.9740960081378445,12.0,5.5600000000000005
196,196,31-07-2018,t12,10.158635389849362,11.096135456166612,7.0573326890178905,5.229508196721311,7.9740960081378445,12.0,5.538307
197,197,01-08-2018,t12,10.024572696242206,11.08751291511338,7.169160847469776,5.541894353369763,7.9740960081378445,12.0,5.496545
198,198,02-08-2018,t12,10.128001600759797,11.108660044298706,7.3739877144574155,5.216757741347905,7.9740960081378445,12.0,5.544446
199,199,04-08-2018,t12,9.211118516817137,11.923070265696069,7.263035585492995,5.012750455373406,5.0,5.232785131702099,5.49
200,200,11-08-2018,t12,9.807824746863417,11.891837862037207,6.9687590048937365,5.0,7.988568464489348,12.0,5.35
201,201,12-08-2018,t12,9.543174718140865,11.841451023005195,6.75407065493172,5.573770491803279,7.9740960081378445,12.0,5.359233
202,202,13-08-2018,t12,8.950197018396995,11.923070265696069,10.118392651714249,9.564663023679417,7.9740960081378445,12.0,5.555534
203,203,14-08-2018,t12,9.892357828058294,11.362500387319843,6.199461044340199,5.0,7.9740960081378445,12.0,5.901124
204,204,15-08-2018,t12,9.940983255432508,11.327888417694266,6.256238308954073,5.0,7.9740960081378445,12.0,5.972608
205,205,16-08-2018,t12,9.911986534453678,11.546096403641767,6.868692482406243,5.159380692167577,7.9740960081378445,12.0,5.98
206,206,17-08-2018,t12,9.882989813474847,11.54948558582527,7.600102980055036,5.108378870673953,7.9740960081378445,12.0,5.939785
207,207,18-08-2018,t12,9.853993092496015,11.918523932092413,7.4623661063694025,5.070127504553734,7.9740960081378445,12.0,5.91
208,208,19-08-2018,t12,9.824996371517184,11.326509024819455,7.334806247211725,5.0,7.9740960081378445,12.0,5.869169
209,209,20-08-2018,t12,9.795999650538354,11.586091317731555,7.608637342576415,5.261384335154827,7.9740960081378445,12.0,5.84049
210,210,21-08-2018,t12,9.767002929559524,11.911622693844233,7.723079971650231,6.000910746812386,7.9740960081378445,12.0,5.752003
211,211,22-08-2018,t12,9.738006208580693,11.70028282362042,7.4983642486572055,5.012750455373406,7.9740960081378445,12.0,5.63
212,212,23-08-2018,t12,9.709009487601861,11.923070265696069,7.445837761996183,6.510928961748634,7.9740960081378445,12.0,5.650209
213,213,24-08-2018,t12,9.680012766623031,11.860932409749136,7.3970645378663065,5.605646630236794,7.9740960081378445,12.0,5.637945
214,214,25-08-2018,t12,9.651016045644202,11.567412350855149,10.118392651714249,6.230418943533698,7.9740960081378445,12.0,5.616294
215,215,26-08-2018,t12,9.690911977469117,11.652191054995143,7.300025818408617,5.541894353369763,7.9740960081378445,12.0,5.607327
216,216,27-08-2018,t12,10.291442088240006,11.359834558332505,7.6146455956907335,5.0,7.9740960081378445,12.0,5.5600000000000005
