,Unnamed: 0,dates,stationid,temperature,humidity,pressure,rain,lightavg,lightmax,moisture
0,0,08-07-2018,t10,1.0162697948825181,-0.08340625655202324,2.722138391752427,-0.3905860666647509,-0.9395071680924115,-0.7966593023323353,-0.9631819381101515
1,1,09-07-2018,t10,1.1898749965224527,-0.029131929805561074,2.893886841155362,4.026422744255643,-0.9366954509181037,-0.7966593023323353,-0.7946108149471931
2,2,10-07-2018,t10,0.9447067598003122,0.09454673218440435,2.9328083186748715,1.234646662481599,-0.9380584122945538,-0.7966593023323353,-0.7895134113194917
3,3,11-07-2018,t10,0.812748780359019,0.22696407890446585,2.791873525110116,2.016117452105976,-0.938028898304545,-0.7966593023323353,-0.7844160076917904
4,4,12-07-2018,t10,0.6807908009177258,0.22468275334229798,1.5590249076946237,0.2323254323112021,-0.8202444137983925,-0.7814772834636228,-0.038202308578080685
5,5,13-07-2018,t10,-0.005125093453641832,0.6932462537025811,-1.2962894613820137,0.44751304104834944,-0.671727534416445,1.5108251991189603,0.8791452803786781
6,6,15-07-2018,t10,0.5409151988839316,0.7058539356441226,-1.3449254652230733,-0.31130642134053865,-0.8821631694863974,-0.7966593023323353,1.7964928693354367
7,7,18-07-2018,t10,0.13560387631945928,0.8423445942350812,-2.36341961348848,-0.33395774857602784,-0.6495127618374572,-0.7966593023323353,-0.7923545142999039
8,8,19-07-2018,t10,0.9263090142969981,0.2631159211195939,1.2721340271192925,-0.39624889847362316,0.018958904088738696,-0.6920264695885053,-0.8361628713558668
9,9,20-07-2018,t10,0.6166443944462363,0.38195650227855826,-0.9230192220426708,-0.12443297164775277,-0.019135547312882223,-0.7287733380815454,-0.8561290593672461
10,10,22-07-2018,t10,0.30697977459547443,0.8654998793695453,-0.9041187266044053,1.121390026304153,2.232668974986223,1.5108251991189603,-0.8438704180552025
11,11,23-07-2018,t10,0.4014734720209644,0.8090593657087829,-0.8905808332565689,1.0024705583178348,-0.3406996860430606,-0.6829081399376269,-0.8497154803619595
12,12,24-07-2018,t10,0.11876904027128067,0.8654998793695453,-2.748871819393775,0.8835510903315165,-0.5735120217993473,-0.7966593023323353,-0.8730631583198012
13,13,26-07-2018,t10,0.0032479782132081927,0.8654998793695453,-0.9847343534302718,0.7872829495806873,-0.6805293064188644,-0.7966593023323353,-0.8729151070962258
14,14,27-07-2018,t10,0.0955818881861267,0.8654998793695453,-1.0272444202409057,1.650864800433713,-0.5610236599638256,-0.7966593023323353,-0.8707150659138954
15,15,28-07-2018,t10,-0.07768052809785053,0.8654998793695453,-0.9941823476109402,2.5144466512867387,-0.5233673539364068,-0.7966593023323353,-0.8685150247315647
16,16,29-07-2018,t10,0.5842931275650998,0.7978514085060283,-0.9611202749809592,-0.4075745620913677,-0.13647173824106051,-0.726630530613589,-0.9029102849926034
17,17,30-07-2018,t10,0.7914265723783053,0.5212127460388948,-1.0594921460146232,-0.4075745620913677,-0.12371114751571137,-0.7918265876173698,-0.9098834976230049
18,18,31-07-2018,t10,0.5220811811093984,0.8642903591617954,-1.1568379058648723,0.1983484414579683,-0.2872832195579546,-0.7509764707814344,-0.9124210955950874
19,19,01-08-2018,t10,0.3972833405369526,0.8478870526765676,-1.0159451783515319,0.5947466680790292,-0.2643262100140116,-0.7352473521336691,-0.927901331532132
20,20,02-08-2018,t10,-0.2946444816158235,0.8654998793695453,-0.9589731308422114,-0.40191173028249544,-0.9419445096096687,-0.7966593023323353,-0.9335716933950701
21,21,05-08-2018,t10,-0.21745065771442684,0.8654998793695453,-0.9221021001743626,1.648033384529277,-0.8653076234355547,-0.7966593023323353,-0.932067492963544
22,22,06-08-2018,t10,-0.2828267766866593,0.8654998793695453,-1.007747898021804,1.5461024119695754,-0.786359029620573,-0.7966593023323353,-0.9335716933950701
23,23,07-08-2018,t10,-0.009360769845088568,0.8654998793695453,-0.77426970337574,1.308263475996939,-0.6992826995209445,-0.7966593023323353,-0.9335716933950701
24,24,08-08-2018,t10,0.2641052369964813,0.8654998793695453,-0.5859162264780484,0.7023404724476029,0.27788230225820043,1.5108251991189603,-0.9335716933950701
25,25,09-08-2018,t10,0.5383047565577936,0.8638755213863887,-0.2162710427796213,0.28329091859105276,-0.671727534416445,1.5108251991189603,-0.9286711978947241
26,26,10-08-2018,t10,0.39689261317316826,0.8654998793695453,-0.4889359495942412,-0.1357586352654974,0.7799127906539387,-0.5205106888554821,-0.9039614486799887
27,27,11-08-2018,t10,0.302548734522136,0.8654998793695453,-1.0658300522393258,-0.21503828058970956,0.9505944549561204,1.5108251991189603,-0.9039614486799887
28,28,12-08-2018,t10,0.20820485587110374,0.8654998793695453,-1.0251762637636745,2.967473195996523,0.26076697991691833,-0.4435519866020681,-0.9108635967230742
29,29,13-08-2018,t10,-0.047616094990025205,0.8654998793695453,-0.9845224752880697,4.134016548624216,1.0798795132538004,1.5108251991189603,-0.9333466555352355
30,30,14-08-2018,t10,0.4193126931331027,0.8654998793695453,-0.9438686868124029,-0.4075745620913677,1.1176256907102557,-0.36513435160451363,-0.9224945008471582
31,31,15-08-2018,t10,0.7193817201174453,0.8650940720763247,-0.6828965033618557,-0.4075745620913677,1.5897609002531259,-0.3248769261958854,-0.6672926847212859
32,32,17-08-2018,t10,0.2907346252435582,0.8654998793695453,-0.6646924931419771,-0.31130642134053865,0.08879011233246635,-0.6428786727702707,-0.3036018929838269
33,33,18-08-2018,t10,0.1865782161406931,0.8654998793695453,-0.6464884829220829,5.0570581334704015,-0.671727534416445,1.5108251991189603,-0.29528141421888904
34,34,20-08-2018,t10,0.5932966366348646,0.8654998793695453,-0.6282844727021888,1.461159934836491,2.235134279457978,1.5108251991189603,-0.30070601105069195
35,35,21-08-2018,t10,0.009214361087182559,0.8654998793695453,-0.6100804624822791,0.7080033042564752,2.6356023421804218,1.5108251991189603,-0.2698432529841625
36,36,22-08-2018,t10,0.4192743395268415,0.8654998793695453,-0.5918764522623849,1.5404395801607031,0.7108798339147632,-0.4479287848344898,-0.24438140355366403
37,37,23-08-2018,t10,0.17057037972751704,0.8654998793695453,-0.5736724420424908,2.531435146713356,-0.09497551144145379,-0.6234110389656452,-0.24069196706216497
38,38,25-08-2018,t10,0.2057717989739221,0.8654998793695453,-0.5554684318225812,1.178018344392876,-0.5080861975598113,-0.8165372609712503,-0.26874471290523305
39,39,26-08-2018,t10,0.36890167190382706,0.8654998793695453,-0.5372644216026871,1.0874130354509193,-0.671727534416445,-0.2726288972963519,-0.2570427441938329
40,40,27-08-2018,t10,0.7798006354804455,0.8518903783105257,-0.5190604113827929,-0.4075745620913677,2.406253690296659,1.5108251991189603,-0.27731687875024913
41,41,28-08-2018,t10,0.8161238977099852,0.8619226796137265,-0.5008564011628832,-0.31130642134053865,1.4875642783170406,-0.3310773903584827,-0.30445762905609275
42,42,29-08-2018,t10,0.4856884029685116,0.8654998793695453,-0.48265239094298906,-0.24335243963407108,0.8545977651104326,-0.2564894538142971,-0.32561710992948995
43,43,30-08-2018,t10,0.38928421653114653,0.8654998793695453,-0.46444838072307937,0.9684935674646009,0.7921897685069638,-0.4732777412639318,-0.3192094529731463
44,44,02-09-2018,t10,-0.08619982288857098,0.8654998793695453,-0.4462443705031853,1.1893440080106206,0.3185902041805256,-0.40739780953633514,-0.2381602911390255
45,45,03-09-2018,t10,0.08925114605267405,0.8654998793695453,-0.44845966710839297,-0.33395774857602784,0.3185902041805256,-0.40739780953633514,-0.2549848321861347
46,46,04-09-2018,t10,0.3172465555714611,0.8654998793695453,-0.3462485859901164,2.3388988652116973,0.3185902041805256,-0.40739780953633514,-0.2660412975627461
47,47,05-09-2018,t10,0.3837804740326965,0.8654998793695453,-0.45532353555422933,-0.373597571238134,-0.671727534416445,1.5108251991189603,-0.2617537341280023
48,48,06-09-2018,t10,0.6605353026111452,0.8594680816746196,-0.4421367844734845,-0.26034093506068795,1.3415766060699004,1.5108251991189603,-0.2527611028080321
49,49,07-09-2018,t10,0.7774658596993081,0.7786684067230086,-0.09266937450259614,0.00014932814743780906,1.3415766060699004,1.5108251991189603,-0.23073404176448303
50,50,08-09-2018,t10,0.36776065211756265,0.8654998793695453,-0.06805882231520625,-0.39624889847362316,1.3415766060699004,1.5108251991189603,-0.25095487788041215
51,51,09-09-2018,t10,0.43808678339785284,0.8643338183573136,0.0750328124326448,-0.33395774857602784,0.5576969079321784,-0.49962971395497047,-0.27416634871256446
52,52,10-09-2018,t10,0.5968395510132231,0.8631677573450827,0.15619516134918246,-0.27166659867843257,0.9258820720514487,-0.2559879456834988,-0.33378065439743787
53,53,11-09-2018,t10,0.4286182368521733,0.8654998793695453,0.008782059284111242,-0.011176335470306789,0.947414344690304,-0.4728218247813879,-0.3002707404533803
